,Число вершин,Число рёбер,Диаметр,Радиус,Число компонент связности,Цикломатическое число,Максимальная степень вершины,Минимальная степень вершины,Среднее значение степеней вершин,Медиана значений степеней вершин,Мода значений степеней вершин,Хроматическое число,Планарность,Число граней,Среднее значение числа рёбер в грани,Медианное значение числа рёбер в грани,Максимальное значение числа рёбер в грани,Минимальное значение числа рёбер в грани
55273,21.0,26.0,2.0,2.0,2.0,7.0,5.0,0.0,2.4761904761904763,2.0,2.0,4.0,True,8.0,6.5,4.0,24.0,3.0
55275,65.0,59.0,2.0,2.0,13.0,7.0,5.0,0.0,1.8153846153846154,2.0,2.0,3.0,True,8.0,14.75,11.0,46.0,4.0
55276,17.0,20.0,6.0,3.0,1.0,4.0,4.0,1.0,2.3529411764705883,2.0,3.0,4.0,True,5.0,8.0,7.0,16.0,3.0
55277,9.0,12.0,4.0,2.0,1.0,4.0,4.0,1.0,2.6666666666666665,3.0,3.0,3.0,True,5.0,4.8,4.0,9.0,3.0
55278,6.0,9.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,True,5.0,3.6,3.0,5.0,3.0
55280,32.0,19.0,2.0,2.0,14.0,1.0,4.0,0.0,1.1875,1.0,1.0,3.0,True,2.0,19.0,19.0,35.0,3.0
55281,30.0,9.0,2.0,2.0,21.0,0.0,2.0,0.0,0.6,1.0,1.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55282,13.0,18.0,4.0,3.0,1.0,6.0,5.0,1.0,2.769230769230769,2.0,2.0,3.0,True,7.0,5.142857142857143,4.0,9.0,3.0
55283,27.0,17.0,2.0,2.0,10.0,0.0,3.0,0.0,1.2592592592592593,1.0,1.0,3.0,True,1.0,34.0,34.0,34.0,34.0
55284,16.0,11.0,2.0,2.0,7.0,2.0,3.0,0.0,1.375,2.0,2.0,3.0,True,3.0,7.333333333333333,4.0,15.0,3.0
55285,67.0,53.0,2.0,2.0,14.0,0.0,5.0,0.0,1.5820895522388059,1.0,1.0,3.0,True,1.0,106.0,106.0,106.0,106.0
55286,19.0,17.0,2.0,2.0,5.0,3.0,4.0,0.0,1.7894736842105263,1.0,1.0,3.0,True,4.0,8.5,5.0,20.0,4.0
55289,19.0,9.0,2.0,2.0,10.0,0.0,4.0,0.0,0.9473684210526315,1.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55294,9.0,14.0,3.0,2.0,1.0,6.0,4.0,1.0,3.111111111111111,3.0,4.0,3.0,True,7.0,4.0,4.0,6.0,3.0
55297,7.0,7.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,True,2.0,7.0,7.0,7.0,7.0
55298,7.0,6.0,2.0,2.0,3.0,2.0,4.0,0.0,1.7142857142857142,2.0,2.0,3.0,True,3.0,4.0,3.0,6.0,3.0
55299,14.0,23.0,5.0,3.0,1.0,10.0,6.0,1.0,3.2857142857142856,3.0,2.0,4.0,True,11.0,4.181818181818182,3.0,11.0,3.0
55300,9.0,9.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,True,2.0,9.0,9.0,15.0,3.0
55301,39.0,8.0,2.0,2.0,31.0,0.0,3.0,0.0,0.41025641025641024,0.0,0.0,3.0,True,1.0,16.0,16.0,16.0,16.0
55304,56.0,14.0,2.0,2.0,42.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,True,1.0,28.0,28.0,28.0,28.0
55310,62.0,45.0,2.0,2.0,18.0,1.0,4.0,0.0,1.4516129032258065,1.0,2.0,3.0,True,2.0,45.0,45.0,83.0,7.0
55311,64.0,10.0,2.0,2.0,54.0,0.0,2.0,0.0,0.3125,0.0,0.0,2.0,True,1.0,20.0,20.0,20.0,20.0
55314,80.0,50.0,2.0,2.0,33.0,3.0,5.0,0.0,1.25,1.0,1.0,3.0,True,4.0,25.0,12.0,72.0,4.0
55315,6.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,True,2.0,6.0,6.0,9.0,3.0
55316,7.0,9.0,3.0,2.0,1.0,3.0,4.0,1.0,2.5714285714285716,2.0,2.0,3.0,True,4.0,4.5,4.0,7.0,3.0
55317,26.0,26.0,2.0,2.0,5.0,5.0,5.0,0.0,2.0,2.0,2.0,3.0,True,6.0,8.666666666666666,4.5,29.0,4.0
55318,15.0,12.0,2.0,2.0,5.0,2.0,4.0,0.0,1.6,2.0,2.0,3.0,True,3.0,8.0,4.0,17.0,3.0
55319,7.0,12.0,3.0,2.0,1.0,6.0,5.0,1.0,3.4285714285714284,4.0,4.0,5.0,True,7.0,3.4285714285714284,3.0,6.0,3.0
55321,40.0,33.0,2.0,2.0,13.0,6.0,6.0,0.0,1.65,1.0,1.0,4.0,True,7.0,9.428571428571429,5.0,40.0,3.0
55327,9.0,13.0,2.0,2.0,2.0,6.0,6.0,0.0,2.888888888888889,3.0,2.0,4.0,True,7.0,3.7142857142857144,3.0,8.0,3.0
55328,35.0,21.0,2.0,2.0,14.0,0.0,3.0,0.0,1.2,1.0,1.0,3.0,True,1.0,42.0,42.0,42.0,42.0
55330,71.0,56.0,2.0,2.0,18.0,3.0,6.0,0.0,1.5774647887323943,1.0,1.0,3.0,True,4.0,28.0,7.0,93.0,5.0
55333,10.0,8.0,2.0,2.0,2.0,0.0,4.0,0.0,1.6,2.0,2.0,3.0,True,1.0,16.0,16.0,16.0,16.0
55334,56.0,9.0,2.0,2.0,47.0,0.0,3.0,0.0,0.32142857142857145,0.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55335,11.0,17.0,4.0,3.0,1.0,7.0,5.0,1.0,3.090909090909091,3.0,4.0,4.0,True,8.0,4.25,4.0,8.0,3.0
55336,10.0,8.0,2.0,2.0,4.0,2.0,3.0,0.0,1.6,2.0,2.0,3.0,True,3.0,5.333333333333333,5.0,6.0,5.0
55337,69.0,54.0,2.0,2.0,18.0,3.0,6.0,0.0,1.565217391304348,1.0,1.0,3.0,True,4.0,27.0,7.0,89.0,5.0
55338,9.0,11.0,2.0,2.0,2.0,4.0,5.0,0.0,2.4444444444444446,3.0,3.0,4.0,True,5.0,4.4,3.0,10.0,3.0
55341,49.0,39.0,2.0,2.0,13.0,3.0,6.0,0.0,1.5918367346938775,1.0,1.0,3.0,True,4.0,19.5,4.5,66.0,3.0
55342,16.0,15.0,2.0,2.0,3.0,2.0,4.0,0.0,1.875,2.0,2.0,3.0,True,3.0,10.0,6.0,21.0,3.0
55344,12.0,4.0,2.0,2.0,8.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,2.0,True,1.0,8.0,8.0,8.0,8.0
55345,29.0,25.0,2.0,2.0,7.0,3.0,5.0,0.0,1.7241379310344827,2.0,2.0,3.0,True,4.0,12.5,4.5,38.0,3.0
55347,87.0,17.0,2.0,2.0,70.0,0.0,2.0,0.0,0.39080459770114945,0.0,0.0,2.0,True,1.0,34.0,34.0,34.0,34.0
55351,19.0,9.0,2.0,2.0,10.0,0.0,3.0,0.0,0.9473684210526315,1.0,1.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55352,16.0,20.0,2.0,2.0,2.0,6.0,5.0,0.0,2.5,2.0,2.0,3.0,True,7.0,5.714285714285714,5.0,14.0,3.0
55353,13.0,10.0,2.0,2.0,4.0,1.0,3.0,0.0,1.5384615384615385,1.0,1.0,3.0,True,2.0,10.0,10.0,17.0,3.0
55354,34.0,15.0,2.0,2.0,19.0,0.0,3.0,0.0,0.8823529411764706,1.0,0.0,2.0,True,1.0,30.0,30.0,30.0,30.0
55355,16.0,18.0,2.0,2.0,3.0,5.0,5.0,0.0,2.25,2.0,3.0,3.0,True,6.0,6.0,4.0,16.0,3.0
55358,16.0,19.0,2.0,2.0,2.0,5.0,5.0,0.0,2.375,2.0,2.0,4.0,True,6.0,6.333333333333333,4.0,19.0,3.0
55360,7.0,11.0,3.0,2.0,1.0,5.0,5.0,2.0,3.142857142857143,3.0,3.0,4.0,True,6.0,3.6666666666666665,3.0,6.0,3.0
55361,93.0,69.0,2.0,2.0,30.0,6.0,4.0,0.0,1.4838709677419355,2.0,2.0,3.0,True,7.0,19.714285714285715,16.0,62.0,5.0
55362,20.0,20.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,2.0,2.0,3.0,True,4.0,10.0,9.0,19.0,3.0
55363,18.0,23.0,7.0,4.0,1.0,6.0,5.0,1.0,2.5555555555555554,3.0,2.0,3.0,True,7.0,6.571428571428571,7.0,12.0,3.0
55366,17.0,17.0,2.0,2.0,3.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,True,4.0,8.5,5.0,21.0,3.0
55367,55.0,28.0,2.0,2.0,28.0,1.0,3.0,0.0,1.018181818181818,1.0,1.0,3.0,True,2.0,28.0,28.0,52.0,4.0
55368,10.0,12.0,5.0,3.0,1.0,3.0,4.0,1.0,2.4,3.0,3.0,3.0,True,4.0,6.0,4.5,12.0,3.0
55370,74.0,36.0,2.0,2.0,38.0,0.0,3.0,0.0,0.972972972972973,1.0,0.0,3.0,True,1.0,72.0,72.0,72.0,72.0
55371,56.0,21.0,2.0,2.0,35.0,0.0,3.0,0.0,0.75,1.0,0.0,3.0,True,1.0,42.0,42.0,42.0,42.0
55372,55.0,53.0,2.0,2.0,9.0,7.0,5.0,0.0,1.9272727272727272,2.0,1.0,4.0,True,8.0,13.25,7.0,57.0,4.0
55373,41.0,25.0,2.0,2.0,16.0,0.0,3.0,0.0,1.2195121951219512,1.0,1.0,3.0,True,1.0,50.0,50.0,50.0,50.0
55374,11.0,18.0,3.0,2.0,1.0,8.0,6.0,2.0,3.272727272727273,3.0,4.0,3.0,True,9.0,4.0,4.0,6.0,3.0
55375,7.0,9.0,4.0,2.0,1.0,3.0,4.0,1.0,2.5714285714285716,3.0,3.0,4.0,True,4.0,4.5,3.0,9.0,3.0
55378,55.0,34.0,2.0,2.0,22.0,1.0,4.0,0.0,1.2363636363636363,1.0,1.0,3.0,True,2.0,34.0,34.0,62.0,6.0
55379,7.0,6.0,2.0,2.0,2.0,1.0,3.0,0.0,1.7142857142857142,2.0,2.0,3.0,True,2.0,6.0,6.0,9.0,3.0
55380,15.0,9.0,2.0,2.0,6.0,0.0,3.0,0.0,1.2,1.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55382,11.0,6.0,2.0,2.0,5.0,0.0,2.0,0.0,1.0909090909090908,1.0,1.0,2.0,True,1.0,12.0,12.0,12.0,12.0
55383,18.0,2.0,2.0,2.0,16.0,0.0,2.0,0.0,0.2222222222222222,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
55384,11.0,14.0,2.0,2.0,2.0,5.0,4.0,0.0,2.5454545454545454,3.0,3.0,3.0,True,6.0,4.666666666666667,4.0,7.0,3.0
55385,90.0,33.0,2.0,2.0,57.0,0.0,3.0,0.0,0.7333333333333333,1.0,0.0,3.0,True,1.0,66.0,66.0,66.0,66.0
55386,10.0,19.0,3.0,2.0,1.0,10.0,7.0,2.0,3.8,4.0,4.0,4.0,True,11.0,3.4545454545454546,3.0,6.0,3.0
55387,77.0,33.0,2.0,2.0,45.0,1.0,3.0,0.0,0.8571428571428571,1.0,0.0,3.0,True,2.0,33.0,33.0,58.0,8.0
55388,77.0,1.0,2.0,2.0,76.0,0.0,1.0,0.0,0.025974025974025976,0.0,0.0,2.0,True,1.0,2.0,2.0,2.0,2.0
55389,73.0,37.0,2.0,2.0,36.0,0.0,3.0,0.0,1.0136986301369864,1.0,1.0,3.0,True,1.0,74.0,74.0,74.0,74.0
55390,14.0,9.0,2.0,2.0,6.0,1.0,3.0,0.0,1.2857142857142858,1.0,1.0,3.0,True,2.0,9.0,9.0,15.0,3.0
55391,7.0,11.0,3.0,2.0,1.0,5.0,5.0,1.0,3.142857142857143,4.0,4.0,5.0,True,6.0,3.6666666666666665,3.0,7.0,3.0
55392,60.0,41.0,2.0,2.0,19.0,0.0,4.0,0.0,1.3666666666666667,1.0,1.0,3.0,True,1.0,82.0,82.0,82.0,82.0
55393,97.0,89.0,2.0,2.0,17.0,9.0,4.0,0.0,1.8350515463917525,2.0,1.0,4.0,True,10.0,17.8,6.5,96.0,3.0
55395,10.0,10.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,3.0,True,3.0,6.666666666666667,4.0,13.0,3.0
55398,31.0,9.0,2.0,2.0,22.0,0.0,2.0,0.0,0.5806451612903226,0.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55399,9.0,13.0,3.0,2.0,1.0,5.0,4.0,2.0,2.888888888888889,3.0,3.0,3.0,True,6.0,4.333333333333333,4.5,6.0,3.0
55400,60.0,9.0,2.0,2.0,51.0,0.0,2.0,0.0,0.3,0.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
55402,7.0,10.0,3.0,2.0,1.0,4.0,4.0,2.0,2.857142857142857,3.0,2.0,3.0,True,5.0,4.0,4.0,5.0,3.0
55403,16.0,21.0,6.0,3.0,1.0,6.0,5.0,1.0,2.625,3.0,2.0,3.0,True,7.0,6.0,5.0,14.0,3.0
55404,15.0,25.0,5.0,3.0,1.0,11.0,7.0,1.0,3.3333333333333335,3.0,3.0,4.0,True,12.0,4.166666666666667,4.0,8.0,3.0
55405,10.0,17.0,3.0,2.0,1.0,8.0,6.0,2.0,3.4,3.0,3.0,3.0,True,9.0,3.7777777777777777,3.0,8.0,3.0
55406,10.0,7.0,2.0,2.0,4.0,1.0,3.0,0.0,1.4,2.0,2.0,3.0,True,2.0,7.0,7.0,11.0,3.0
55407,89.0,72.0,2.0,2.0,22.0,5.0,6.0,0.0,1.6179775280898876,1.0,1.0,3.0,True,6.0,24.0,5.5,120.0,3.0
55410,61.0,20.0,2.0,2.0,41.0,0.0,3.0,0.0,0.6557377049180327,0.0,0.0,3.0,True,1.0,40.0,40.0,40.0,40.0
55413,30.0,10.0,2.0,2.0,20.0,0.0,3.0,0.0,0.6666666666666666,1.0,0.0,2.0,True,1.0,20.0,20.0,20.0,20.0
55415,72.0,32.0,2.0,2.0,41.0,1.0,5.0,0.0,0.8888888888888888,1.0,0.0,3.0,True,2.0,32.0,32.0,59.0,5.0
55416,7.0,6.0,2.0,2.0,2.0,1.0,2.0,0.0,1.7142857142857142,2.0,2.0,2.0,True,2.0,6.0,6.0,6.0,6.0
55417,34.0,17.0,2.0,2.0,17.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,True,1.0,34.0,34.0,34.0,34.0
55419,98.0,52.0,2.0,2.0,46.0,0.0,3.0,0.0,1.0612244897959184,1.0,1.0,3.0,True,1.0,104.0,104.0,104.0,104.0
55421,20.0,12.0,2.0,2.0,8.0,0.0,3.0,0.0,1.2,1.0,2.0,3.0,True,1.0,24.0,24.0,24.0,24.0
55422,65.0,19.0,2.0,2.0,46.0,0.0,2.0,0.0,0.5846153846153846,0.0,0.0,3.0,True,1.0,38.0,38.0,38.0,38.0
55425,14.0,16.0,2.0,2.0,3.0,5.0,5.0,0.0,2.2857142857142856,2.0,1.0,3.0,True,6.0,5.333333333333333,4.0,14.0,3.0
55426,22.0,13.0,2.0,2.0,9.0,0.0,4.0,0.0,1.1818181818181819,1.0,1.0,3.0,True,1.0,26.0,26.0,26.0,26.0
55427,12.0,17.0,2.0,2.0,2.0,7.0,6.0,0.0,2.8333333333333335,3.0,2.0,4.0,True,8.0,4.25,3.0,11.0,3.0
55431,12.0,9.0,2.0,2.0,3.0,0.0,3.0,0.0,1.5,2.0,1.0,3.0,True,1.0,18.0,18.0,18.0,18.0
55432,17.0,8.0,2.0,2.0,9.0,0.0,3.0,0.0,0.9411764705882353,1.0,0.0,2.0,True,1.0,16.0,16.0,16.0,16.0
55433,15.0,10.0,2.0,2.0,5.0,0.0,4.0,0.0,1.3333333333333333,1.0,1.0,3.0,True,1.0,20.0,20.0,20.0,20.0
55434,7.0,9.0,4.0,2.0,1.0,3.0,4.0,1.0,2.5714285714285716,2.0,2.0,4.0,True,4.0,4.5,3.0,9.0,3.0
55435,49.0,42.0,2.0,2.0,15.0,8.0,6.0,0.0,1.7142857142857142,2.0,1.0,3.0,True,9.0,9.333333333333334,5.0,37.0,3.0
55436,11.0,13.0,5.0,3.0,1.0,3.0,4.0,1.0,2.3636363636363638,2.0,2.0,3.0,True,4.0,6.5,5.0,13.0,3.0
55438,33.0,3.0,2.0,2.0,30.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
55439,7.0,10.0,2.0,2.0,1.0,4.0,4.0,2.0,2.857142857142857,3.0,3.0,4.0,True,5.0,4.0,5.0,5.0,2.0
55441,6.0,11.0,2.0,2.0,1.0,6.0,4.0,3.0,3.6666666666666665,4.0,4.0,4.0,True,7.0,3.142857142857143,3.0,4.0,3.0
55442,7.0,11.0,3.0,2.0,1.0,5.0,5.0,1.0,3.142857142857143,3.0,3.0,3.0,True,6.0,3.6666666666666665,3.0,7.0,3.0
55443,91.0,38.0,2.0,2.0,53.0,0.0,4.0,0.0,0.8351648351648352,1.0,0.0,2.0,True,1.0,76.0,76.0,76.0,76.0
55445,56.0,47.0,2.0,2.0,12.0,3.0,5.0,0.0,1.6785714285714286,2.0,1.0,4.0,True,4.0,23.5,7.0,76.0,4.0
55446,59.0,57.0,2.0,2.0,7.0,5.0,5.0,0.0,1.9322033898305084,2.0,1.0,3.0,True,6.0,19.0,7.5,80.0,4.0
55447,26.0,25.0,2.0,2.0,3.0,2.0,4.0,0.0,1.9230769230769231,2.0,2.0,3.0,True,3.0,16.666666666666668,4.0,43.0,3.0
55449,7.0,11.0,2.0,1.0,1.0,5.0,6.0,1.0,3.142857142857143,3.0,2.0,4.0,True,6.0,3.6666666666666665,3.0,7.0,3.0
55451,24.0,19.0,2.0,2.0,8.0,3.0,5.0,0.0,1.5833333333333333,2.0,2.0,3.0,True,4.0,9.5,5.5,24.0,3.0
55452,80.0,46.0,2.0,2.0,35.0,1.0,4.0,0.0,1.15,1.0,0.0,3.0,True,2.0,46.0,46.0,87.0,5.0
55454,50.0,24.0,2.0,2.0,26.0,0.0,3.0,0.0,0.96,1.0,1.0,3.0,True,1.0,48.0,48.0,48.0,48.0
55455,42.0,19.0,2.0,2.0,23.0,0.0,4.0,0.0,0.9047619047619048,1.0,0.0,3.0,True,1.0,38.0,38.0,38.0,38.0
55457,35.0,28.0,2.0,2.0,10.0,3.0,6.0,0.0,1.6,1.0,1.0,3.0,True,4.0,14.0,3.0,47.0,3.0
55459,24.0,20.0,2.0,2.0,5.0,1.0,4.0,0.0,1.6666666666666667,2.0,1.0,3.0,True,2.0,20.0,20.0,37.0,3.0
55463,11.0,10.0,2.0,2.0,2.0,1.0,5.0,0.0,1.8181818181818181,2.0,2.0,3.0,True,2.0,10.0,10.0,17.0,3.0
55465,51.0,18.0,2.0,2.0,33.0,0.0,3.0,0.0,0.7058823529411765,1.0,0.0,3.0,True,1.0,36.0,36.0,36.0,36.0
55466,10.0,15.0,2.0,2.0,2.0,7.0,5.0,0.0,3.0,3.0,3.0,4.0,True,8.0,3.75,3.5,5.0,3.0
55468,67.0,29.0,2.0,2.0,38.0,0.0,3.0,0.0,0.8656716417910447,1.0,1.0,2.0,True,1.0,58.0,58.0,58.0,58.0
55469,20.0,12.0,2.0,2.0,9.0,1.0,3.0,0.0,1.2,1.0,1.0,3.0,True,2.0,12.0,12.0,21.0,3.0
55471,55.0,43.0,2.0,2.0,14.0,2.0,5.0,0.0,1.5636363636363637,1.0,1.0,3.0,True,3.0,28.666666666666668,11.0,71.0,4.0
55472,9.0,10.0,4.0,2.0,1.0,2.0,5.0,1.0,2.2222222222222223,2.0,2.0,3.0,True,3.0,6.666666666666667,4.0,13.0,3.0
55473,35.0,16.0,2.0,2.0,19.0,0.0,3.0,0.0,0.9142857142857143,1.0,0.0,3.0,True,1.0,32.0,32.0,32.0,32.0
55478,32.0,6.0,2.0,2.0,26.0,0.0,3.0,0.0,0.375,0.0,0.0,2.0,True,1.0,12.0,12.0,12.0,12.0
55480,98.0,29.0,2.0,2.0,69.0,0.0,2.0,0.0,0.5918367346938775,0.0,0.0,3.0,True,1.0,58.0,58.0,58.0,58.0
55481,86.0,44.0,2.0,2.0,42.0,0.0,3.0,0.0,1.0232558139534884,1.0,0.0,2.0,True,1.0,88.0,88.0,88.0,88.0
55482,40.0,13.0,2.0,2.0,27.0,0.0,3.0,0.0,0.65,0.0,0.0,2.0,True,1.0,26.0,26.0,26.0,26.0
55483,10.0,14.0,4.0,2.0,1.0,5.0,4.0,1.0,2.8,3.0,4.0,4.0,True,6.0,4.666666666666667,3.5,11.0,3.0
55484,30.0,14.0,2.0,2.0,16.0,0.0,3.0,0.0,0.9333333333333333,1.0,0.0,3.0,True,1.0,28.0,28.0,28.0,28.0
55485,100.0,54.0,2.0,2.0,47.0,1.0,5.0,0.0,1.08,1.0,0.0,3.0,True,2.0,54.0,54.0,103.0,5.0
55486,28.0,28.0,2.0,2.0,5.0,5.0,5.0,0.0,2.0,2.0,2.0,4.0,True,6.0,9.333333333333334,5.5,30.0,3.0
55487,86.0,11.0,2.0,2.0,75.0,0.0,3.0,0.0,0.2558139534883721,0.0,0.0,2.0,True,1.0,22.0,22.0,22.0,22.0
55488,11.0,17.0,2.0,2.0,2.0,8.0,5.0,0.0,3.090909090909091,3.0,3.0,4.0,True,9.0,3.7777777777777777,4.0,6.0,3.0
55490,57.0,16.0,2.0,2.0,41.0,0.0,3.0,0.0,0.5614035087719298,0.0,0.0,2.0,True,1.0,32.0,32.0,32.0,32.0
55491,8.0,7.0,2.0,2.0,2.0,1.0,3.0,0.0,1.75,2.0,2.0,3.0,True,2.0,7.0,7.0,10.0,4.0
55494,21.0,30.0,6.0,3.0,1.0,10.0,7.0,1.0,2.857142857142857,2.0,2.0,3.0,True,11.0,5.454545454545454,4.0,17.0,3.0
55495,73.0,44.0,2.0,2.0,29.0,0.0,4.0,0.0,1.2054794520547945,1.0,1.0,3.0,True,1.0,88.0,88.0,88.0,88.0
55496,14.0,8.0,2.0,2.0,6.0,0.0,2.0,0.0,1.1428571428571428,1.0,1.0,2.0,True,1.0,16.0,16.0,16.0,16.0
55497,11.0,8.0,2.0,2.0,3.0,0.0,5.0,0.0,1.4545454545454546,1.0,1.0,2.0,True,1.0,16.0,16.0,16.0,16.0
55500,7.0,13.0,2.0,2.0,1.0,7.0,5.0,3.0,3.7142857142857144,4.0,4.0,4.0,True,8.0,3.25,3.0,5.0,3.0
55502,40.0,3.0,2.0,2.0,37.0,0.0,1.0,0.0,0.15,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
55503,65.0,55.0,2.0,2.0,15.0,5.0,6.0,0.0,1.6923076923076923,2.0,2.0,3.0,True,6.0,18.333333333333332,7.5,76.0,4.0
55505,10.0,9.0,2.0,2.0,2.0,1.0,5.0,0.0,1.8,2.0,2.0,3.0,True,2.0,9.0,9.0,15.0,3.0
55506,27.0,19.0,2.0,2.0,10.0,2.0,4.0,0.0,1.4074074074074074,1.0,1.0,4.0,True,3.0,12.666666666666666,5.0,30.0,3.0
55507,68.0,44.0,2.0,2.0,24.0,0.0,4.0,0.0,1.2941176470588236,1.0,1.0,3.0,True,1.0,88.0,88.0,88.0,88.0
55508,15.0,14.0,2.0,2.0,4.0,3.0,4.0,0.0,1.8666666666666667,2.0,2.0,3.0,True,4.0,7.0,6.5,11.0,4.0
55509,33.0,29.0,2.0,2.0,6.0,2.0,4.0,0.0,1.7575757575757576,2.0,1.0,3.0,True,3.0,19.333333333333332,6.0,48.0,4.0
55510,12.0,20.0,5.0,3.0,1.0,9.0,5.0,1.0,3.3333333333333335,3.0,3.0,4.0,True,10.0,4.0,3.0,7.0,3.0
55511,15.0,10.0,2.0,2.0,5.0,0.0,3.0,0.0,1.3333333333333333,1.0,2.0,2.0,True,1.0,20.0,20.0,20.0,20.0
55512,21.0,19.0,2.0,2.0,6.0,4.0,4.0,0.0,1.8095238095238095,2.0,2.0,3.0,True,5.0,7.6,6.0,16.0,4.0
55514,56.0,30.0,2.0,2.0,27.0,1.0,4.0,0.0,1.0714285714285714,1.0,0.0,3.0,True,2.0,30.0,30.0,56.0,4.0
55515,35.0,26.0,2.0,2.0,9.0,0.0,3.0,0.0,1.4857142857142858,2.0,2.0,3.0,True,1.0,52.0,52.0,52.0,52.0
55517,71.0,20.0,2.0,2.0,51.0,0.0,2.0,0.0,0.5633802816901409,0.0,0.0,3.0,True,1.0,40.0,40.0,40.0,40.0
55518,59.0,7.0,2.0,2.0,52.0,0.0,2.0,0.0,0.23728813559322035,0.0,0.0,2.0,True,1.0,14.0,14.0,14.0,14.0
55519,27.0,14.0,2.0,2.0,15.0,2.0,4.0,0.0,1.037037037037037,1.0,0.0,3.0,True,3.0,9.333333333333334,4.0,20.0,4.0
55520,64.0,41.0,2.0,2.0,23.0,0.0,5.0,0.0,1.28125,1.0,1.0,3.0,True,1.0,82.0,82.0,82.0,82.0
55521,8.0,14.0,2.0,2.0,1.0,7.0,6.0,2.0,3.5,3.0,2.0,4.0,True,8.0,3.5,3.0,7.0,3.0
55522,19.0,20.0,2.0,2.0,2.0,3.0,4.0,0.0,2.1052631578947367,2.0,1.0,3.0,True,4.0,10.0,6.0,24.0,4.0
55523,29.0,14.0,2.0,2.0,15.0,0.0,2.0,0.0,0.9655172413793104,1.0,1.0,2.0,True,1.0,28.0,28.0,28.0,28.0
55524,20.0,28.0,2.0,2.0,3.0,11.0,6.0,0.0,2.8,3.0,3.0,4.0,True,12.0,4.666666666666667,3.5,14.0,3.0
55525,10.0,8.0,2.0,2.0,3.0,1.0,4.0,0.0,1.6,1.0,1.0,3.0,True,2.0,8.0,8.0,13.0,3.0
55526,29.0,12.0,2.0,2.0,17.0,0.0,3.0,0.0,0.8275862068965517,1.0,1.0,2.0,True,1.0,24.0,24.0,24.0,24.0
55530,49.0,24.0,2.0,2.0,25.0,0.0,3.0,0.0,0.9795918367346939,1.0,1.0,3.0,True,1.0,48.0,48.0,48.0,48.0
55531,5.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,2.4,3.0,3.0,4.0,True,3.0,4.0,3.0,6.0,3.0
55533,100.0,60.0,2.0,2.0,42.0,2.0,5.0,0.0,1.2,1.0,0.0,3.0,True,3.0,40.0,7.0,108.0,5.0
55535,9.0,6.0,2.0,2.0,3.0,0.0,3.0,0.0,1.3333333333333333,1.0,2.0,2.0,True,1.0,12.0,12.0,12.0,12.0
55536,9.0,5.0,2.0,2.0,5.0,1.0,4.0,0.0,1.1111111111111112,1.0,0.0,3.0,True,2.0,5.0,5.0,7.0,3.0
55538,12.0,14.0,7.0,4.0,1.0,3.0,4.0,1.0,2.3333333333333335,2.0,2.0,3.0,True,4.0,7.0,3.5,18.0,3.0
55539,22.0,2.0,2.0,2.0,20.0,0.0,2.0,0.0,0.18181818181818182,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
55541,40.0,7.0,2.0,2.0,33.0,0.0,1.0,0.0,0.35,0.0,0.0,2.0,True,1.0,14.0,14.0,14.0,14.0
55542,33.0,29.0,2.0,2.0,7.0,3.0,4.0,0.0,1.7575757575757576,2.0,2.0,3.0,True,4.0,14.5,8.0,37.0,5.0
55544,20.0,21.0,2.0,2.0,6.0,7.0,5.0,0.0,2.1,2.0,2.0,3.0,True,8.0,5.25,3.0,19.0,3.0
55545,21.0,18.0,2.0,2.0,5.0,2.0,4.0,0.0,1.7142857142857142,2.0,2.0,3.0,True,3.0,12.0,5.0,27.0,4.0
55546,16.0,16.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,1.0,3.0,True,5.0,6.4,5.0,13.0,4.0
